,Name,DT Name,SnapPy Name,Stage 1,MDP,4DCrossCap (KnotInfo),4DCrossCap (Model)
5685,13a_2709,13a_2709,K13a2709,Fail,N/A,,
5686,13a_2710,13a_2710,K13a2710,Fail,N/A,,
5687,13a_2711,13a_2711,K13a2711,Fail,N/A,,
5688,13a_2712,13a_2712,K13a2712,Success,N/A,,1
5689,13a_2713,13a_2713,K13a2713,Success,N/A,,1
5690,13a_2714,13a_2714,K13a2714,Success,N/A,,1
5691,13a_2715,13a_2715,K13a2715,Fail,N/A,,
5692,13a_2716,13a_2716,K13a2716,Fail,N/A,,
5693,13a_2717,13a_2717,K13a2717,Fail,N/A,,
5694,13a_2718,13a_2718,K13a2718,Fail,N/A,,
5695,13a_2719,13a_2719,K13a2719,Fail,N/A,,
5696,13a_2720,13a_2720,K13a2720,Fail,N/A,,
5697,13a_2721,13a_2721,K13a2721,Fail,N/A,,
5698,13a_2722,13a_2722,K13a2722,Fail,N/A,,
5699,13a_2723,13a_2723,K13a2723,Fail,N/A,,
5700,13a_2724,13a_2724,K13a2724,Fail,N/A,,
5701,13a_2725,13a_2725,K13a2725,Success,N/A,,1
5702,13a_2726,13a_2726,K13a2726,Fail,N/A,,
5703,13a_2727,13a_2727,K13a2727,Fail,N/A,,
5704,13a_2728,13a_2728,K13a2728,Success,N/A,,1
5705,13a_2729,13a_2729,K13a2729,Success,N/A,,1
5706,13a_2730,13a_2730,K13a2730,Success,N/A,,1
5707,13a_2731,13a_2731,K13a2731,Success,N/A,,1
5708,13a_2732,13a_2732,K13a2732,Fail,N/A,,
5709,13a_2733,13a_2733,K13a2733,Success,N/A,,1
5710,13a_2734,13a_2734,K13a2734,Success,N/A,,1
5711,13a_2735,13a_2735,K13a2735,Fail,N/A,,
5712,13a_2736,13a_2736,K13a2736,Fail,N/A,,
5713,13a_2737,13a_2737,K13a2737,Fail,N/A,,
5714,13a_2738,13a_2738,K13a2738,Fail,N/A,,
5715,13a_2739,13a_2739,K13a2739,Fail,N/A,,
5716,13a_2740,13a_2740,K13a2740,Success,N/A,,1
5717,13a_2741,13a_2741,K13a2741,Success,N/A,,1
5718,13a_2742,13a_2742,K13a2742,Fail,N/A,,
5719,13a_2743,13a_2743,K13a2743,Success,N/A,,1
5720,13a_2744,13a_2744,K13a2744,Fail,N/A,,
5721,13a_2745,13a_2745,K13a2745,Fail,N/A,,
5722,13a_2746,13a_2746,K13a2746,Success,N/A,,1
5723,13a_2747,13a_2747,K13a2747,Fail,N/A,,
5724,13a_2748,13a_2748,K13a2748,Fail,N/A,,
5725,13a_2749,13a_2749,K13a2749,Success,N/A,,1
5726,13a_2750,13a_2750,K13a2750,Fail,N/A,,
5727,13a_2751,13a_2751,K13a2751,Fail,N/A,,
5728,13a_2752,13a_2752,K13a2752,Fail,N/A,,
5729,13a_2753,13a_2753,K13a2753,Fail,N/A,,
5730,13a_2754,13a_2754,K13a2754,Success,N/A,,1
5731,13a_2755,13a_2755,K13a2755,Success,N/A,,1
5732,13a_2756,13a_2756,K13a2756,Success,N/A,,1
5733,13a_2757,13a_2757,K13a2757,Fail,N/A,,
5734,13a_2758,13a_2758,K13a2758,Success,N/A,,1
5735,13a_2759,13a_2759,K13a2759,Success,N/A,,1
5736,13a_2760,13a_2760,K13a2760,Success,N/A,,1
5737,13a_2761,13a_2761,K13a2761,Fail,N/A,,
5738,13a_2762,13a_2762,K13a2762,Fail,N/A,,
5739,13a_2763,13a_2763,K13a2763,Fail,N/A,,
5740,13a_2764,13a_2764,K13a2764,Success,N/A,,1
5741,13a_2765,13a_2765,K13a2765,Fail,N/A,,
5742,13a_2766,13a_2766,K13a2766,Success,N/A,,1
5743,13a_2767,13a_2767,K13a2767,Fail,N/A,,
5744,13a_2768,13a_2768,K13a2768,Success,N/A,,1
5745,13a_2769,13a_2769,K13a2769,Fail,N/A,,
5746,13a_2770,13a_2770,K13a2770,Success,N/A,,1
5747,13a_2771,13a_2771,K13a2771,Fail,N/A,,
5748,13a_2772,13a_2772,K13a2772,Fail,N/A,,
5749,13a_2773,13a_2773,K13a2773,Fail,N/A,,
5750,13a_2774,13a_2774,K13a2774,Success,N/A,,1
5751,13a_2775,13a_2775,K13a2775,Success,N/A,,1
5752,13a_2776,13a_2776,K13a2776,Success,N/A,,1
5753,13a_2777,13a_2777,K13a2777,Success,N/A,,1
5754,13a_2778,13a_2778,K13a2778,Fail,N/A,,
5755,13a_2779,13a_2779,K13a2779,Success,N/A,,1
5756,13a_2780,13a_2780,K13a2780,Success,N/A,,1
5757,13a_2781,13a_2781,K13a2781,Fail,N/A,,
5758,13a_2782,13a_2782,K13a2782,Fail,N/A,,
5759,13a_2783,13a_2783,K13a2783,Success,N/A,,1
5760,13a_2784,13a_2784,K13a2784,Fail,N/A,,
5761,13a_2785,13a_2785,K13a2785,Success,N/A,,1
5762,13a_2786,13a_2786,K13a2786,Fail,N/A,,
5763,13a_2787,13a_2787,K13a2787,Fail,N/A,,
5764,13a_2788,13a_2788,K13a2788,Fail,N/A,,
5765,13a_2789,13a_2789,K13a2789,Success,N/A,,1
5766,13a_2790,13a_2790,K13a2790,Fail,N/A,,
5767,13a_2791,13a_2791,K13a2791,Fail,N/A,,
5768,13a_2792,13a_2792,K13a2792,Fail,N/A,,
5769,13a_2793,13a_2793,K13a2793,Success,N/A,,1
5770,13a_2794,13a_2794,K13a2794,Success,N/A,,1
5771,13a_2795,13a_2795,K13a2795,Success,N/A,,1
5772,13a_2796,13a_2796,K13a2796,Fail,N/A,,
5773,13a_2797,13a_2797,K13a2797,Fail,N/A,,
5774,13a_2798,13a_2798,K13a2798,Fail,N/A,,
5775,13a_2799,13a_2799,K13a2799,Success,N/A,,1
5776,13a_2800,13a_2800,K13a2800,Fail,N/A,,
5777,13a_2801,13a_2801,K13a2801,Fail,N/A,,
5778,13a_2802,13a_2802,K13a2802,Fail,N/A,,
5779,13a_2803,13a_2803,K13a2803,Success,N/A,,1
5780,13a_2804,13a_2804,K13a2804,Success,N/A,,1
5781,13a_2805,13a_2805,K13a2805,Success,N/A,,1
5782,13a_2806,13a_2806,K13a2806,Fail,N/A,,
5783,13a_2807,13a_2807,K13a2807,Success,N/A,,1
5784,13a_2808,13a_2808,K13a2808,Fail,N/A,,
5785,13a_2809,13a_2809,K13a2809,Success,N/A,,1
5786,13a_2810,13a_2810,K13a2810,Fail,N/A,,
5787,13a_2811,13a_2811,K13a2811,Fail,N/A,,
5788,13a_2812,13a_2812,K13a2812,Success,N/A,,1
5789,13a_2813,13a_2813,K13a2813,Fail,N/A,,
5790,13a_2814,13a_2814,K13a2814,Fail,N/A,,
5791,13a_2815,13a_2815,K13a2815,Fail,N/A,,
5792,13a_2816,13a_2816,K13a2816,Fail,N/A,,
5793,13a_2817,13a_2817,K13a2817,Success,N/A,,1
5794,13a_2818,13a_2818,K13a2818,Success,N/A,,1
5795,13a_2819,13a_2819,K13a2819,Success,N/A,,1
5796,13a_2820,13a_2820,K13a2820,Success,N/A,,1
5797,13a_2821,13a_2821,K13a2821,Fail,N/A,,
5798,13a_2822,13a_2822,K13a2822,Success,N/A,,1
5799,13a_2823,13a_2823,K13a2823,Fail,N/A,,
5800,13a_2824,13a_2824,K13a2824,Fail,N/A,,
5801,13a_2825,13a_2825,K13a2825,Success,N/A,,1
5802,13a_2826,13a_2826,K13a2826,Fail,N/A,,
5803,13a_2827,13a_2827,K13a2827,Success,N/A,,1
5804,13a_2828,13a_2828,K13a2828,Fail,N/A,,
5805,13a_2829,13a_2829,K13a2829,Fail,N/A,,
5806,13a_2830,13a_2830,K13a2830,Fail,N/A,,
5807,13a_2831,13a_2831,K13a2831,Success,N/A,,1
5808,13a_2832,13a_2832,K13a2832,Success,N/A,,1
5809,13a_2833,13a_2833,K13a2833,Fail,N/A,,
5810,13a_2834,13a_2834,K13a2834,Success,N/A,,1
5811,13a_2835,13a_2835,K13a2835,Fail,N/A,,
5812,13a_2836,13a_2836,K13a2836,Success,N/A,,1
5813,13a_2837,13a_2837,K13a2837,Success,N/A,,1
5814,13a_2838,13a_2838,K13a2838,Fail,N/A,,
5815,13a_2839,13a_2839,K13a2839,Success,N/A,,1
5816,13a_2840,13a_2840,K13a2840,Fail,N/A,,
5817,13a_2841,13a_2841,K13a2841,Success,N/A,,1
5818,13a_2842,13a_2842,K13a2842,Success,N/A,,1
5819,13a_2843,13a_2843,K13a2843,Fail,N/A,,
5820,13a_2844,13a_2844,K13a2844,Fail,N/A,,
5821,13a_2845,13a_2845,K13a2845,Success,N/A,,1
5822,13a_2846,13a_2846,K13a2846,Fail,N/A,,
5823,13a_2847,13a_2847,K13a2847,Success,N/A,,1
5824,13a_2848,13a_2848,K13a2848,Success,N/A,,1
5825,13a_2849,13a_2849,K13a2849,Fail,N/A,,
5826,13a_2850,13a_2850,K13a2850,Success,N/A,,1
5827,13a_2851,13a_2851,K13a2851,Success,N/A,,1
5828,13a_2852,13a_2852,K13a2852,Success,N/A,,1
5829,13a_2853,13a_2853,K13a2853,Fail,N/A,,
5830,13a_2854,13a_2854,K13a2854,Success,N/A,,1
5831,13a_2855,13a_2855,K13a2855,Fail,N/A,,
5832,13a_2856,13a_2856,K13a2856,Fail,N/A,,
5833,13a_2857,13a_2857,K13a2857,Success,N/A,,1
5834,13a_2858,13a_2858,K13a2858,Success,N/A,,1
5835,13a_2859,13a_2859,K13a2859,Success,N/A,,1
5836,13a_2860,13a_2860,K13a2860,Fail,N/A,,
5837,13a_2861,13a_2861,K13a2861,Success,N/A,,1
5838,13a_2862,13a_2862,K13a2862,Success,N/A,,1
5839,13a_2863,13a_2863,K13a2863,Fail,N/A,,
5840,13a_2864,13a_2864,K13a2864,Fail,N/A,,
5841,13a_2865,13a_2865,K13a2865,Fail,N/A,,
5842,13a_2866,13a_2866,K13a2866,Fail,N/A,,
5843,13a_2867,13a_2867,K13a2867,Success,N/A,,1
5844,13a_2868,13a_2868,K13a2868,Success,N/A,,1
5845,13a_2869,13a_2869,K13a2869,Success,N/A,,1
5846,13a_2870,13a_2870,K13a2870,Fail,N/A,,
5847,13a_2871,13a_2871,K13a2871,Success,N/A,,1
5848,13a_2872,13a_2872,K13a2872,Fail,N/A,,
5849,13a_2873,13a_2873,K13a2873,Fail,N/A,,
5850,13a_2874,13a_2874,K13a2874,Success,N/A,,1
5851,13a_2875,13a_2875,K13a2875,Fail,N/A,,
5852,13a_2876,13a_2876,K13a2876,Fail,N/A,,
5853,13a_2877,13a_2877,K13a2877,Fail,N/A,,
5854,13a_2878,13a_2878,K13a2878,Fail,N/A,,
5855,13a_2879,13a_2879,K13a2879,Fail,N/A,,
5856,13a_2880,13a_2880,K13a2880,Fail,N/A,,
5857,13a_2881,13a_2881,K13a2881,Fail,N/A,,
5858,13a_2882,13a_2882,K13a2882,Success,N/A,,1
5859,13a_2883,13a_2883,K13a2883,Success,N/A,,1
5860,13a_2884,13a_2884,K13a2884,Fail,N/A,,
5861,13a_2885,13a_2885,K13a2885,Success,N/A,,1
5862,13a_2886,13a_2886,K13a2886,Fail,N/A,,
5863,13a_2887,13a_2887,K13a2887,Fail,N/A,,
5864,13a_2888,13a_2888,K13a2888,Fail,N/A,,
5865,13a_2889,13a_2889,K13a2889,Fail,N/A,,
5866,13a_2890,13a_2890,K13a2890,Fail,N/A,,
5867,13a_2891,13a_2891,K13a2891,Success,N/A,,1
5868,13a_2892,13a_2892,K13a2892,Fail,N/A,,
5869,13a_2893,13a_2893,K13a2893,Fail,N/A,,
5870,13a_2894,13a_2894,K13a2894,Success,N/A,,1
5871,13a_2895,13a_2895,K13a2895,Fail,N/A,,
5872,13a_2896,13a_2896,K13a2896,Fail,N/A,,
5873,13a_2897,13a_2897,K13a2897,Fail,N/A,,
5874,13a_2898,13a_2898,K13a2898,Fail,N/A,,
5875,13a_2899,13a_2899,K13a2899,Success,N/A,,1
5876,13a_2900,13a_2900,K13a2900,Fail,N/A,,
5877,13a_2901,13a_2901,K13a2901,Fail,N/A,,
5878,13a_2902,13a_2902,K13a2902,Success,N/A,,1
5879,13a_2903,13a_2903,K13a2903,Success,N/A,,1
5880,13a_2904,13a_2904,K13a2904,Success,N/A,,1
5881,13a_2905,13a_2905,K13a2905,Success,N/A,,1
5882,13a_2906,13a_2906,K13a2906,Success,N/A,,1
5883,13a_2907,13a_2907,K13a2907,Fail,N/A,,
5884,13a_2908,13a_2908,K13a2908,Success,N/A,,1
5885,13a_2909,13a_2909,K13a2909,Success,N/A,,1
5886,13a_2910,13a_2910,K13a2910,Success,N/A,,1
5887,13a_2911,13a_2911,K13a2911,Fail,N/A,,
5888,13a_2912,13a_2912,K13a2912,Success,N/A,,1
5889,13a_2913,13a_2913,K13a2913,Success,N/A,,1
5890,13a_2914,13a_2914,K13a2914,Success,N/A,,1
5891,13a_2915,13a_2915,K13a2915,Fail,N/A,,
5892,13a_2916,13a_2916,K13a2916,Fail,N/A,,
5893,13a_2917,13a_2917,K13a2917,Success,N/A,,1
5894,13a_2918,13a_2918,K13a2918,Fail,N/A,,
5895,13a_2919,13a_2919,K13a2919,Fail,N/A,,
5896,13a_2920,13a_2920,K13a2920,Fail,N/A,,
5897,13a_2921,13a_2921,K13a2921,Success,N/A,,1
5898,13a_2922,13a_2922,K13a2922,Success,N/A,,1
5899,13a_2923,13a_2923,K13a2923,Fail,N/A,,
5900,13a_2924,13a_2924,K13a2924,Fail,N/A,,
5901,13a_2925,13a_2925,K13a2925,Fail,N/A,,
5902,13a_2926,13a_2926,K13a2926,Success,N/A,,1
5903,13a_2927,13a_2927,K13a2927,Success,N/A,,1
5904,13a_2928,13a_2928,K13a2928,Success,N/A,,1
5905,13a_2929,13a_2929,K13a2929,Success,N/A,,1
5906,13a_2930,13a_2930,K13a2930,Fail,N/A,,
5907,13a_2931,13a_2931,K13a2931,Success,N/A,,1
5908,13a_2932,13a_2932,K13a2932,Success,N/A,,1
5909,13a_2933,13a_2933,K13a2933,Fail,N/A,,
5910,13a_2934,13a_2934,K13a2934,Success,N/A,,1
5911,13a_2935,13a_2935,K13a2935,Fail,N/A,,
5912,13a_2936,13a_2936,K13a2936,Fail,N/A,,
5913,13a_2937,13a_2937,K13a2937,Fail,N/A,,
5914,13a_2938,13a_2938,K13a2938,Success,N/A,,1
5915,13a_2939,13a_2939,K13a2939,Fail,N/A,,
5916,13a_2940,13a_2940,K13a2940,Fail,N/A,,
5917,13a_2941,13a_2941,K13a2941,Success,N/A,,1
5918,13a_2942,13a_2942,K13a2942,Success,N/A,,1
5919,13a_2943,13a_2943,K13a2943,Fail,N/A,,
5920,13a_2944,13a_2944,K13a2944,Fail,N/A,,
5921,13a_2945,13a_2945,K13a2945,Fail,N/A,,
5922,13a_2946,13a_2946,K13a2946,Fail,N/A,,
5923,13a_2947,13a_2947,K13a2947,Fail,N/A,,
5924,13a_2948,13a_2948,K13a2948,Success,N/A,,1
5925,13a_2949,13a_2949,K13a2949,Fail,N/A,,
5926,13a_2950,13a_2950,K13a2950,Fail,N/A,,
5927,13a_2951,13a_2951,K13a2951,Fail,N/A,,
5928,13a_2952,13a_2952,K13a2952,Success,N/A,,1
5929,13a_2953,13a_2953,K13a2953,Fail,N/A,,
5930,13a_2954,13a_2954,K13a2954,Success,N/A,,1
5931,13a_2955,13a_2955,K13a2955,Success,N/A,,1
5932,13a_2956,13a_2956,K13a2956,Success,N/A,,1
5933,13a_2957,13a_2957,K13a2957,Success,N/A,,1
5934,13a_2958,13a_2958,K13a2958,Fail,N/A,,
5935,13a_2959,13a_2959,K13a2959,Fail,N/A,,
5936,13a_2960,13a_2960,K13a2960,Fail,N/A,,
5937,13a_2961,13a_2961,K13a2961,Success,N/A,,1
5938,13a_2962,13a_2962,K13a2962,Fail,N/A,,
5939,13a_2963,13a_2963,K13a2963,Success,N/A,,1
5940,13a_2964,13a_2964,K13a2964,Success,N/A,,1
5941,13a_2965,13a_2965,K13a2965,Success,N/A,,1
5942,13a_2966,13a_2966,K13a2966,Fail,N/A,,
5943,13a_2967,13a_2967,K13a2967,Fail,N/A,,
5944,13a_2968,13a_2968,K13a2968,Fail,N/A,,
5945,13a_2969,13a_2969,K13a2969,Fail,N/A,,
5946,13a_2970,13a_2970,K13a2970,Fail,N/A,,
5947,13a_2971,13a_2971,K13a2971,Fail,N/A,,
5948,13a_2972,13a_2972,K13a2972,Fail,N/A,,
5949,13a_2973,13a_2973,K13a2973,Success,N/A,,1
5950,13a_2974,13a_2974,K13a2974,Success,N/A,,1
5951,13a_2975,13a_2975,K13a2975,Success,N/A,,1
5952,13a_2976,13a_2976,K13a2976,Success,N/A,,1
5953,13a_2977,13a_2977,K13a2977,Success,N/A,,1
5954,13a_2978,13a_2978,K13a2978,Success,N/A,,1
5955,13a_2979,13a_2979,K13a2979,Success,N/A,,1
5956,13a_2980,13a_2980,K13a2980,Success,N/A,,1
5957,13a_2981,13a_2981,K13a2981,Fail,N/A,,
5958,13a_2982,13a_2982,K13a2982,Fail,N/A,,
5959,13a_2983,13a_2983,K13a2983,Fail,N/A,,
5960,13a_2984,13a_2984,K13a2984,Fail,N/A,,
5961,13a_2985,13a_2985,K13a2985,Fail,N/A,,
5962,13a_2986,13a_2986,K13a2986,Success,N/A,,1
5963,13a_2987,13a_2987,K13a2987,Fail,N/A,,
5964,13a_2988,13a_2988,K13a2988,Fail,N/A,,
5965,13a_2989,13a_2989,K13a2989,Success,N/A,,1
5966,13a_2990,13a_2990,K13a2990,Success,N/A,,1
5967,13a_2991,13a_2991,K13a2991,Fail,N/A,,
5968,13a_2992,13a_2992,K13a2992,Success,N/A,,1
5969,13a_2993,13a_2993,K13a2993,Success,N/A,,1
5970,13a_2994,13a_2994,K13a2994,Fail,N/A,,
5971,13a_2995,13a_2995,K13a2995,Fail,N/A,,
5972,13a_2996,13a_2996,K13a2996,Fail,N/A,,
5973,13a_2997,13a_2997,K13a2997,Success,N/A,,1
5974,13a_2998,13a_2998,K13a2998,Success,N/A,,1
5975,13a_2999,13a_2999,K13a2999,Fail,N/A,,
5976,13a_3000,13a_3000,K13a3000,Fail,N/A,,
5977,13a_3001,13a_3001,K13a3001,Fail,N/A,,
5978,13a_3002,13a_3002,K13a3002,Success,N/A,,1
5979,13a_3003,13a_3003,K13a3003,Success,N/A,,1
5980,13a_3004,13a_3004,K13a3004,Success,N/A,,1
5981,13a_3005,13a_3005,K13a3005,Fail,N/A,,
5982,13a_3006,13a_3006,K13a3006,Success,N/A,,1
5983,13a_3007,13a_3007,K13a3007,Fail,N/A,,
5984,13a_3008,13a_3008,K13a3008,Fail,N/A,,
5985,13a_3009,13a_3009,K13a3009,Fail,N/A,,
5986,13a_3010,13a_3010,K13a3010,Fail,N/A,,
5987,13a_3011,13a_3011,K13a3011,Fail,N/A,,
5988,13a_3012,13a_3012,K13a3012,Fail,N/A,,
5989,13a_3013,13a_3013,K13a3013,Fail,N/A,,
5990,13a_3014,13a_3014,K13a3014,Fail,N/A,,
5991,13a_3015,13a_3015,K13a3015,Fail,N/A,,
5992,13a_3016,13a_3016,K13a3016,Fail,N/A,,
5993,13a_3017,13a_3017,K13a3017,Fail,N/A,,
5994,13a_3018,13a_3018,K13a3018,Fail,N/A,,
5995,13a_3019,13a_3019,K13a3019,Success,N/A,,1
5996,13a_3020,13a_3020,K13a3020,Fail,N/A,,
5997,13a_3021,13a_3021,K13a3021,Fail,N/A,,
5998,13a_3022,13a_3022,K13a3022,Fail,N/A,,
5999,13a_3023,13a_3023,K13a3023,Success,N/A,,1
6000,13a_3024,13a_3024,K13a3024,Fail,N/A,,
6001,13a_3025,13a_3025,K13a3025,Fail,N/A,,
6002,13a_3026,13a_3026,K13a3026,Fail,N/A,,
6003,13a_3027,13a_3027,K13a3027,Fail,N/A,,
6004,13a_3028,13a_3028,K13a3028,Fail,N/A,,
6005,13a_3029,13a_3029,K13a3029,Success,N/A,,1
6006,13a_3030,13a_3030,K13a3030,Fail,N/A,,
6007,13a_3031,13a_3031,K13a3031,Success,N/A,,1
6008,13a_3032,13a_3032,K13a3032,Success,N/A,,1
6009,13a_3033,13a_3033,K13a3033,Success,N/A,,1
6010,13a_3034,13a_3034,K13a3034,Fail,N/A,,
6011,13a_3035,13a_3035,K13a3035,Success,N/A,,1
6012,13a_3036,13a_3036,K13a3036,Fail,N/A,,
6013,13a_3037,13a_3037,K13a3037,Fail,N/A,,
6014,13a_3038,13a_3038,K13a3038,Success,N/A,,1
6015,13a_3039,13a_3039,K13a3039,Fail,N/A,,
6016,13a_3040,13a_3040,K13a3040,Fail,N/A,,
6017,13a_3041,13a_3041,K13a3041,Success,N/A,,1
6018,13a_3042,13a_3042,K13a3042,Fail,N/A,,
6019,13a_3043,13a_3043,K13a3043,Fail,N/A,,
6020,13a_3044,13a_3044,K13a3044,Fail,N/A,,
6021,13a_3045,13a_3045,K13a3045,Fail,N/A,,
6022,13a_3046,13a_3046,K13a3046,Fail,N/A,,
6023,13a_3047,13a_3047,K13a3047,Success,N/A,,1
6024,13a_3048,13a_3048,K13a3048,Success,N/A,,1
6025,13a_3049,13a_3049,K13a3049,Fail,N/A,,
6026,13a_3050,13a_3050,K13a3050,Fail,N/A,,
6027,13a_3051,13a_3051,K13a3051,Fail,N/A,,
6028,13a_3052,13a_3052,K13a3052,Success,N/A,,1
6029,13a_3053,13a_3053,K13a3053,Success,N/A,,1
6030,13a_3054,13a_3054,K13a3054,Success,N/A,,1
6031,13a_3055,13a_3055,K13a3055,Fail,N/A,,
6032,13a_3056,13a_3056,K13a3056,Fail,N/A,,
6033,13a_3057,13a_3057,K13a3057,Fail,N/A,,
6034,13a_3058,13a_3058,K13a3058,Fail,N/A,,
6035,13a_3059,13a_3059,K13a3059,Fail,N/A,,
6036,13a_3060,13a_3060,K13a3060,Fail,N/A,,
6037,13a_3061,13a_3061,K13a3061,Fail,N/A,,
6038,13a_3062,13a_3062,K13a3062,Fail,N/A,,
6039,13a_3063,13a_3063,K13a3063,Fail,N/A,,
6040,13a_3064,13a_3064,K13a3064,Success,N/A,,1
6041,13a_3065,13a_3065,K13a3065,Success,N/A,,1
6042,13a_3066,13a_3066,K13a3066,Fail,N/A,,
6043,13a_3067,13a_3067,K13a3067,Success,N/A,,1
6044,13a_3068,13a_3068,K13a3068,Fail,N/A,,
6045,13a_3069,13a_3069,K13a3069,Success,N/A,,1
6046,13a_3070,13a_3070,K13a3070,Success,N/A,,1
6047,13a_3071,13a_3071,K13a3071,Fail,N/A,,
6048,13a_3072,13a_3072,K13a3072,Fail,N/A,,
6049,13a_3073,13a_3073,K13a3073,Success,N/A,,1
6050,13a_3074,13a_3074,K13a3074,Fail,N/A,,
6051,13a_3075,13a_3075,K13a3075,Fail,N/A,,
6052,13a_3076,13a_3076,K13a3076,Fail,N/A,,
6053,13a_3077,13a_3077,K13a3077,Success,N/A,,1
6054,13a_3078,13a_3078,K13a3078,Success,N/A,,1
6055,13a_3079,13a_3079,K13a3079,Fail,N/A,,
6056,13a_3080,13a_3080,K13a3080,Fail,N/A,,
6057,13a_3081,13a_3081,K13a3081,Success,N/A,,1
6058,13a_3082,13a_3082,K13a3082,Success,N/A,,1
6059,13a_3083,13a_3083,K13a3083,Fail,N/A,,
6060,13a_3084,13a_3084,K13a3084,Success,N/A,,1
6061,13a_3085,13a_3085,K13a3085,Success,N/A,,1
6062,13a_3086,13a_3086,K13a3086,Success,N/A,,1
6063,13a_3087,13a_3087,K13a3087,Fail,N/A,,
6064,13a_3088,13a_3088,K13a3088,Fail,N/A,,
6065,13a_3089,13a_3089,K13a3089,Fail,N/A,,
6066,13a_3090,13a_3090,K13a3090,Fail,N/A,,
6067,13a_3091,13a_3091,K13a3091,Fail,N/A,,
6068,13a_3092,13a_3092,K13a3092,Success,N/A,,1
6069,13a_3093,13a_3093,K13a3093,Fail,N/A,,
6070,13a_3094,13a_3094,K13a3094,Success,N/A,,1
6071,13a_3095,13a_3095,K13a3095,Success,N/A,,1
6072,13a_3096,13a_3096,K13a3096,Fail,N/A,,
6073,13a_3097,13a_3097,K13a3097,Success,N/A,,1
6074,13a_3098,13a_3098,K13a3098,Success,N/A,,1
6075,13a_3099,13a_3099,K13a3099,Fail,N/A,,
6076,13a_3100,13a_3100,K13a3100,Fail,N/A,,
6077,13a_3101,13a_3101,K13a3101,Success,N/A,,1
6078,13a_3102,13a_3102,K13a3102,Success,N/A,,1
6079,13a_3103,13a_3103,K13a3103,Success,N/A,,1
6080,13a_3104,13a_3104,K13a3104,Fail,N/A,,
6081,13a_3105,13a_3105,K13a3105,Success,N/A,,1
6082,13a_3106,13a_3106,K13a3106,Success,N/A,,1
6083,13a_3107,13a_3107,K13a3107,Fail,N/A,,
6084,13a_3108,13a_3108,K13a3108,Fail,N/A,,
6085,13a_3109,13a_3109,K13a3109,Success,N/A,,1
6086,13a_3110,13a_3110,K13a3110,Fail,N/A,,
6087,13a_3111,13a_3111,K13a3111,Success,N/A,,1
6088,13a_3112,13a_3112,K13a3112,Fail,N/A,,
6089,13a_3113,13a_3113,K13a3113,Success,N/A,,1
6090,13a_3114,13a_3114,K13a3114,Fail,N/A,,
6091,13a_3115,13a_3115,K13a3115,Success,N/A,,1
6092,13a_3116,13a_3116,K13a3116,Fail,N/A,,
6093,13a_3117,13a_3117,K13a3117,Success,N/A,,1
6094,13a_3118,13a_3118,K13a3118,Fail,N/A,,
6095,13a_3119,13a_3119,K13a3119,Success,N/A,,1
6096,13a_3120,13a_3120,K13a3120,Fail,N/A,,
6097,13a_3121,13a_3121,K13a3121,Fail,N/A,,
6098,13a_3122,13a_3122,K13a3122,Fail,N/A,,
6099,13a_3123,13a_3123,K13a3123,Success,N/A,,1
6100,13a_3124,13a_3124,K13a3124,Success,N/A,,1
6101,13a_3125,13a_3125,K13a3125,Fail,N/A,,
6102,13a_3126,13a_3126,K13a3126,Fail,N/A,,
6103,13a_3127,13a_3127,K13a3127,Fail,N/A,,
6104,13a_3128,13a_3128,K13a3128,Fail,N/A,,
6105,13a_3129,13a_3129,K13a3129,Fail,N/A,,
6106,13a_3130,13a_3130,K13a3130,Fail,N/A,,
6107,13a_3131,13a_3131,K13a3131,Fail,N/A,,
6108,13a_3132,13a_3132,K13a3132,Fail,N/A,,
6109,13a_3133,13a_3133,K13a3133,Fail,N/A,,
6110,13a_3134,13a_3134,K13a3134,Success,N/A,,1
6111,13a_3135,13a_3135,K13a3135,Fail,N/A,,
6112,13a_3136,13a_3136,K13a3136,Success,N/A,,1
6113,13a_3137,13a_3137,K13a3137,Success,N/A,,1
6114,13a_3138,13a_3138,K13a3138,Fail,N/A,,
6115,13a_3139,13a_3139,K13a3139,Fail,N/A,,
6116,13a_3140,13a_3140,K13a3140,Fail,N/A,,
6117,13a_3141,13a_3141,K13a3141,Fail,N/A,,
6118,13a_3142,13a_3142,K13a3142,Fail,N/A,,
6119,13a_3143,13a_3143,K13a3143,Fail,N/A,,
6120,13a_3144,13a_3144,K13a3144,Fail,N/A,,
6121,13a_3145,13a_3145,K13a3145,Fail,N/A,,
6122,13a_3146,13a_3146,K13a3146,Fail,N/A,,
6123,13a_3147,13a_3147,K13a3147,Fail,N/A,,
6124,13a_3148,13a_3148,K13a3148,Fail,N/A,,
6125,13a_3149,13a_3149,K13a3149,Fail,N/A,,
6126,13a_3150,13a_3150,K13a3150,Fail,N/A,,
6127,13a_3151,13a_3151,K13a3151,Fail,N/A,,
6128,13a_3152,13a_3152,K13a3152,Fail,N/A,,
6129,13a_3153,13a_3153,K13a3153,Fail,N/A,,
6130,13a_3154,13a_3154,K13a3154,Success,N/A,,1
6131,13a_3155,13a_3155,K13a3155,Fail,N/A,,
6132,13a_3156,13a_3156,K13a3156,Fail,N/A,,
6133,13a_3157,13a_3157,K13a3157,Fail,N/A,,
